us|2466250752|393215
kr|2466643968|65535
hu|2466709504|65535
hk|2466775040|65535
us|2466840576|65535
au|2466906112|65535
us|2466971648|65535
nl|2467037184|65535
se|2467102720|131071
us|2467233792|786431
gr|2468020224|65535
jp|2468085760|65535
dk|2468151296|23551
no|2468174848|511
dk|2468175360|14303
gb|2468189664|31
dk|2468189696|27135
de|2468216832|65535
us|2468282368|65535
cz|2468347904|131071
us|2468478976|458751
au|2468937728|65535
us|2469003264|65535
kr|2469068800|65535
se|2469134336|65535
ru|2469199872|65535
kr|2469265408|131071
us|2469396480|262143
gr|2469658624|65535
us|2469724160|65535
de|2469789696|65535
us|2469855232|327679
ch|2470182912|65535
us|2470248448|262143
br|2470510592|65535
au|2470576128|65535
lu|2470641664|65535
gb|2470707200|65535
au|2470772736|65535
us|2470838272|327679
ch|2471165952|65535
au|2471231488|65535
gb|2471297024|65535
eu|2471362560|65535
us|2471428096|262143
es|2471690240|131071
ch|2471886848|196607
gb|2472083456|65535
us|2472148992|65535
rs|2472214528|65535
us|2472280064|65535
be|2472345600|65535
fr|2472411136|65535
gr|2472476672|65535
es|2472542208|65535
us|2472607744|65535
fr|2472673280|196607
us|2472869888|65535
gr|2472935424|65535
us|2473000960|393215
au|2473394176|65535
za|2473459712|65535
no|2473525248|131071
us|2473656320|393215
gb|2474049536|65535
us|2474115072|131071
it|2474246144|131071
us|2474377216|65535
at|2474442752|65535
us|2474508288|65535
fr|2474573824|65535
us|2474639360|262143
au|2474901504|65535
us|2474967040|589823
de|2475556864|65535
gb|2475622400|65535
us|2475687936|196607
gb|2475884544|393215
us|2476277760|196607
es|2476474368|65535
jp|2476539904|65535
nz|2476605440|65535
us|2476670976|131071
il|2476802048|65535
it|2476867584|131071
us|2476998656|196607
ch|2477195264|65535
us|2477260800|196607
fr|2477457408|65535
de|2477522944|65535
fr|2477588480|65535
us|2477654016|65535
sk|2477719552|65535
jp|2477785088|65535
us|2477850624|196607
se|2478047232|65535
nl|2478112768|65535
us|2478178304|131071
gb|2478309376|65535
us|2478374912|65535
se|2478440448|65535
us|2478505984|65535
gb|2478571520|131071
us|2478702592|196607
gb|2478899200|65535
us|2479030272|65535
fr|2479095808|65535
gb|2479161344|65535
us|2479226880|131071
au|2479357952|65535
gb|2479423488|65535
us|2479489024|131071
de|2479620096|65535
us|2479685632|262143
au|2479947776|65535
fr|2480013312|65535
au|2480078848|131071
sk|2480209920|65535
se|2480275456|65535
fr|2480340992|65535
us|2480406528|262143
se|2480668672|65535
us|2480734208|458751
cz|2481192960|262143
sk|2481455104|65535
il|2481520640|327679
us|2481848320|327679
fi|2482176000|32767
us|2482208768|8191
fi|2482216960|8191
sg|2482225152|8191
cn|2482233344|8191
us|2482241536|393215
fr|2482634752|65535
cz|2482700288|65535
ie|2482765824|65535
us|2482831360|131071
