us|2214592512|4194303
il|2218786816|983039
us|2219769856|4390911
gb|2224160768|65535
us|2224226304|131071
fr|2224357376|65535
no|2224422912|65535
us|2224488448|131071
gb|2224619520|65535
us|2224685056|65535
fi|2224750592|65535
ca|2224816128|65535
us|2224947200|458751
fr|2225405952|327679
us|2225733632|65535
fi|2225799168|65535
us|2225864704|262143
de|2226126848|65535
us|2226192384|131071
jp|2226323456|65535
de|2226388992|65535
nz|2226454528|65535
jp|2226520064|65535
us|2226585600|65535
gb|2226716672|65535
au|2226782208|65535
de|2226847744|65535
us|2226913280|458751
de|2227372032|65535
se|2227437568|65535
us|2227503104|131071
de|2227634176|65535
us|2227699712|131071
ca|2227830784|1310719
jp|2229141504|65535
us|2229207040|131071
ca|2229338112|65535
us|2229403648|65535
fr|2229469184|65535
us|2229534720|65535
nl|2229600256|65535
de|2229665792|131071
gb|2229796864|65535
us|2229862400|65535
au|2229927936|65535
us|2229993472|589823
gb|2230583296|65535
us|2230648832|65535
ca|2230714368|65535
mx|2230779904|131071
us|2230910976|131071
de|2231107584|65535
us|2231173120|65535
mx|2231238656|65535
