fi|2566979584|65535
us|2567045120|65535
us|2567176192|65535
si|2567241728|65535
us|2567307264|589823
no|2567897088|65535
us|2567962624|65535
de|2568028160|65535
us|2568093696|65535
pl|2568159232|65535
sg|2568224768|65535
us|2568290304|1310719
ca|2569601024|65535
us|2569666560|131071
no|2569797632|65535
us|2569863168|65535
ch|2569928704|65535
us|2569994240|131071
be|2570125312|65535
us|2570190848|2490367
se|2572681216|65535
us|2572746752|196607
eu|2572943360|1279
de|2572944640|255
eu|2572944896|1023
de|2572945920|255
eu|2572946176|62719
de|2573008896|524287
us|2573598720|327679
au|2573926400|65535
ch|2573991936|131071
no|2574123008|65535
nz|2574188544|65535
se|2574254080|65535
us|2574319616|327679
