us|2399141888|2686975
gb|2401828864|65535
us|2401894400|327679
ie|2402222080|65535
us|2402287616|131071
at|2402418688|65535
fi|2402484224|65535
gb|2402549760|131071
br|2402680832|65535
us|2402746368|655359
gb|2403401728|65535
us|2403467264|1507327
hk|2404974592|65535
jp|2405040128|65535
us|2405105664|65535
au|2405171200|65535
de|2405236736|65535
jp|2405302272|65535
us|2405367808|65535
nz|2405433344|65535
no|2405498880|65535
us|2405564416|65535
ch|2405629952|65535
us|2405695488|393215
br|2406088704|196607
us|2406285312|524287
gb|2406809600|65535
se|2406875136|65535
au|2406940672|65535
us|2407006208|65535
nl|2407071744|65535
us|2407137280|196607
jp|2407333888|65535
fr|2407399424|65535
us|2407464960|65535
za|2407530496|65535
be|2407596032|65535
at|2407661568|65535
us|2407727104|327679
jp|2408054784|65535
us|2408185856|1441791
za|2409627648|65535
at|2409693184|65535
us|2409758720|65535
de|2409824256|131071
us|2409955328|131071
gb|2410086400|65535
us|2410151936|65535
be|2410217472|65535
us|2410283008|65535
jp|2410348544|65535
us|2410414080|131071
au|2410545152|65535
us|2410610688|65535
nl|2410676224|262143
ch|2410938368|65535
us|2411003904|458751
au|2411462656|131071
us|2411593728|393215
fr|2411986944|65535
us|2412052480|262143
jp|2412314624|65535
us|2412445696|131071
at|2412576768|65535
us|2412642304|131071
us|2412838912|65535
gb|2412904448|65535
us|2412969984|327679
au|2413297664|65535
se|2413363200|65535
au|2413428736|65535
us|2413494272|131071
jp|2413625344|65535
us|2413690880|131071
at|2413821952|65535
it|2413887488|65535
us|2413953024|458751
gr|2414411776|65535
gb|2414477312|65535
us|2414542848|131071
se|2414673920|65535
au|2414739456|65535
ie|2414804992|65535
us|2414870528|327679
at|2415198208|65535
us|2415263744|131071
kr|2415394816|65535
us|2415460352|196607
gb|2415656960|65535
jp|2415722496|65535
us|2415788032|65535
