ch|1426063360|524287
se|1426587648|16383
de|1426604032|16383
gb|1426620416|32767
ro|1426653184|16383
ir|1426669568|16383
tj|1426685952|16383
lv|1426702336|767
ru|1426703104|63
lv|1426703168|15551
si|1426718720|12287
hr|1426731008|4095
be|1426735104|16383
fr|1426751488|16383
de|1426767872|16383
se|1426784256|16383
pl|1426800640|16383
bg|1426817024|16383
se|1426833408|16383
nl|1426849792|511
se|1426850304|31
gb|1426850336|31
nl|1426850368|95
gb|1426850464|31
nl|1426850496|1023
pa|1426851520|63
nl|1426851584|255
se|1426851840|255
nl|1426852096|256
ru|1426852353|6
se|1426852360|7
nl|1426852368|7
us|1426852376|7
gb|1426852384|159
nl|1426852544|3135
pa|1426855680|127
an|1426855808|127
nl|1426855936|511
es|1426856448|255
nl|1426856704|768
es|1426857473|27
nl|1426857501|1762
ru|1426859264|255
nl|1426859520|4991
pa|1426864512|127
fr|1426864640|255
nl|1426864896|255
be|1426865152|255
nl|1426865408|255
be|1426865664|255
es|1426865920|255
gb|1426866176|16383
fr|1426882560|16383
ru|1426898944|16383
at|1426915328|16383
cz|1426931712|16383
de|1426948096|16383
gb|1426964480|16383
bg|1426980864|16383
pl|1426997248|16383
fr|1427013632|16383
de|1427030016|1591
ro|1427031608|7
de|1427031616|63
at|1427031680|63
de|1427031744|63
at|1427031808|255
de|1427032064|79
at|1427032144|7
de|1427032152|31
pl|1427032184|7
de|1427032192|31
gr|1427032224|7
de|1427032232|3159
gb|1427035392|127
de|1427035520|10879
ir|1427046400|16383
ru|1427062784|32767
lv|1427095552|16383
de|1427111936|65535
nl|1427177472|49663
us|1427227136|511
nl|1427227648|319
gb|1427227968|7
de|1427227976|7
it|1427227984|7
es|1427227992|7
pl|1427228000|7
ru|1427228008|7
fr|1427228016|7
nl|1427228024|14983
it|1427243008|65535
no|1427308544|65535
it|1427374080|65535
ru|1427439616|65535
de|1427505152|65535
fi|1427570688|65535
dk|1427636224|32767
se|1427668992|32767
de|1427701760|21631
li|1427723392|127
de|1427723520|4863
us|1427728384|31
de|1427728416|15839
us|1427744256|31
de|1427744288|479
us|1427744768|31
de|1427744800|63
tr|1427744864|31
de|1427744896|1407
se|1427746304|31
de|1427746336|2111
tr|1427748448|31
de|1427748480|2431
nl|1427750912|8191
de|1427759104|1087
tr|1427760192|31
de|1427760224|159
tr|1427760384|31
de|1427760416|383
nl|1427760800|31
de|1427760832|95
hu|1427760928|31
cz|1427760960|31
de|1427760992|31
cr|1427761024|31
de|1427761056|6239
be|1427767296|32767
ru|1427800064|23551
kg|1427823616|1023
ru|1427824640|7167
md|1427831808|1023
be|1427832832|32767
dk|1427865600|32767
ru|1427898368|16383
be|1427914752|16383
pl|1427931136|16383
ru|1427947520|16383
tr|1427963904|16383
fi|1427980288|16383
kz|1427996672|16383
ee|1428013056|16383
gr|1428029440|16383
mk|1428045824|16383
se|1428062208|16383
ru|1428078592|16383
at|1428094976|1055
ch|1428096032|7
at|1428096040|7127
gb|1428103168|16383
lv|1428119552|2047
fr|1428121600|2047
ru|1428123648|3327
tr|1428126976|255
ru|1428127232|511
es|1428127744|2047
gb|1428129792|2047
fr|1428131840|2047
li|1428133888|2047
it|1428135936|2047
gb|1428137984|2047
ru|1428140032|2047
de|1428142080|2047
fr|1428144128|2719
gb|1428146848|7
fr|1428146856|215
gb|1428147072|15
fr|1428147088|15
gb|1428147104|15
fr|1428147120|7
gb|1428147128|7
fr|1428147136|223
it|1428147360|15
es|1428147376|15
