us|2483093504|65535
se|2483159040|65535
gb|2483224576|65535
us|2483290112|131071
hu|2483421184|65535
us|2483486720|3080191
ch|2486566912|65535
us|2486632448|65535
at|2486697984|65535
us|2486763520|196607
fr|2486960128|65535
us|2487025664|1179647
gb|2488205312|65535
us|2488270848|65535
pl|2488336384|65535
no|2488401920|131071
us|2488532992|262143
gb|2488795136|65535
us|2488860672|1376255
lu|2490236928|65535
us|2490302464|393215
ca|2490695680|65535
no|2490761216|393215
us|2491154432|720895
se|2491875328|131071
us|2492006400|65535
se|2492071936|65535
us|2492137472|65535
no|2492203008|65535
us|2492268544|131071
fr|2492399616|65535
us|2492465152|65535
au|2492530688|65535
us|2492596224|131071
nl|2492727296|65535
us|2492792832|131071
om|2492923904|65535
us|2492989440|524287
se|2493513728|65535
jp|2493579264|65535
us|2493644800|458751
fr|2494103552|65535
us|2494169088|393215
gb|2494562304|65535
us|2494627840|262143
gb|2494889984|65535
au|2494955520|65535
us|2495021056|131071
eu|2495152128|65535
us|2495217664|65535
ch|2495283200|65535
us|2495348736|458751
au|2495807488|65535
ch|2495873024|65535
gb|2495938560|65535
at|2496004096|65535
us|2496069632|65535
nl|2496135168|65535
mx|2496200704|1481727
ec|2497682432|1023
mx|2497683456|791551
ec|2498475008|1023
mx|2498476032|1001471
de|2499477504|65535
gb|2499543040|131071
us|2499674112|65535
